m,run,item,value_player0,value_player1,value_player2,value_player3,value_player4,rr_allocation,astar_allocation,rr_player_order,value_range
40,6,12,126,109,121,116,161,4,4,"[4, 3, 1, 0, 2]",100-200
40,6,13,252,322,360,296,263,1,1,"[4, 3, 1, 0, 2]",150-400
40,6,14,91,66,114,99,112,3,3,"[4, 3, 1, 0, 2]",40-120
40,6,15,149,175,189,164,104,3,3,"[4, 3, 1, 0, 2]",100-200
40,6,16,267,359,365,157,365,4,4,"[4, 3, 1, 0, 2]",150-400
40,6,17,59,50,118,63,77,2,2,"[4, 3, 1, 0, 2]",40-120
40,6,18,65,110,67,67,73,1,1,"[4, 3, 1, 0, 2]",40-120
40,6,19,45,107,86,103,61,3,3,"[4, 3, 1, 0, 2]",40-120
40,6,20,26,27,32,19,48,4,4,"[4, 3, 1, 0, 2]",10-50
40,6,21,115,86,87,52,120,4,4,"[4, 3, 1, 0, 2]",40-120
40,6,22,36,16,17,19,46,0,0,"[4, 3, 1, 0, 2]",10-50
40,6,23,170,192,199,134,124,1,1,"[4, 3, 1, 0, 2]",100-200
40,6,24,33,21,40,22,19,2,2,"[4, 3, 1, 0, 2]",10-50
40,6,25,62,89,66,51,54,3,3,"[4, 3, 1, 0, 2]",40-120
40,6,26,116,130,112,155,107,3,3,"[4, 3, 1, 0, 2]",100-200
40,6,27,41,38,27,29,34,1,1,"[4, 3, 1, 0, 2]",10-50
40,6,28,116,145,134,128,178,4,4,"[4, 3, 1, 0, 2]",100-200
40,6,29,167,147,117,105,133,0,0,"[4, 3, 1, 0, 2]",100-200
40,6,30,187,183,113,119,154,0,0,"[4, 3, 1, 0, 2]",100-200
40,6,31,100,66,83,60,104,0,0,"[4, 3, 1, 0, 2]",40-120
40,6,32,50,10,17,15,22,0,0,"[4, 3, 1, 0, 2]",10-50
40,6,33,312,242,171,309,172,0,0,"[4, 3, 1, 0, 2]",150-400
40,6,34,47,24,11,26,24,0,0,"[4, 3, 1, 0, 2]",10-50
40,6,35,40,25,49,11,33,2,2,"[4, 3, 1, 0, 2]",10-50
40,6,36,17,11,50,50,43,2,2,"[4, 3, 1, 0, 2]",10-50
40,6,37,73,72,43,90,115,4,4,"[4, 3, 1, 0, 2]",40-120
40,6,38,19,35,42,21,10,1,1,"[4, 3, 1, 0, 2]",10-50
40,6,39,46,44,40,40,89,1,1,"[4, 3, 1, 0, 2]",40-120
40,7,0,62,47,91,93,100,3,4,"[1, 3, 4, 2, 0]",40-120
40,7,1,75,112,100,62,101,2,1,"[1, 3, 4, 2, 0]",40-120
40,7,2,26,40,19,34,29,1,1,"[1, 3, 4, 2, 0]",10-50
40,7,3,120,81,76,85,114,4,0,"[1, 3, 4, 2, 0]",40-120
40,7,4,171,191,184,157,190,1,4,"[1, 3, 4, 2, 0]",100-200
40,7,5,161,170,185,141,196,4,4,"[1, 3, 4, 2, 0]",100-200
40,7,6,326,226,379,336,206,2,2,"[1, 3, 4, 2, 0]",150-400
40,7,7,34,25,24,27,35,3,4,"[1, 3, 4, 2, 0]",10-50
40,7,8,191,135,150,160,181,0,0,"[1, 3, 4, 2, 0]",100-200
40,7,9,78,103,97,44,112,4,4,"[1, 3, 4, 2, 0]",40-120
40,7,10,31,45,46,45,24,3,1,"[1, 3, 4, 2, 0]",10-50
40,7,11,78,83,82,47,43,2,1,"[1, 3, 4, 2, 0]",40-120
40,7,12,32,24,30,26,19,0,0,"[1, 3, 4, 2, 0]",10-50
40,7,13,41,21,32,25,50,4,4,"[1, 3, 4, 2, 0]",10-50
40,7,14,12,50,36,41,24,1,1,"[1, 3, 4, 2, 0]",10-50
40,7,15,180,139,149,114,148,4,0,"[1, 3, 4, 2, 0]",100-200
40,7,16,142,188,139,164,126,1,1,"[1, 3, 4, 2, 0]",100-200
40,7,17,243,285,395,360,283,3,3,"[1, 3, 4, 2, 0]",150-400
40,7,18,47,21,25,28,30,0,0,"[1, 3, 4, 2, 0]",10-50
40,7,19,80,115,78,69,72,1,1,"[1, 3, 4, 2, 0]",40-120
40,7,20,46,50,10,23,20,0,1,"[1, 3, 4, 2, 0]",10-50
40,7,21,317,155,377,288,264,0,2,"[1, 3, 4, 2, 0]",150-400
40,7,22,341,386,361,155,281,1,1,"[1, 3, 4, 2, 0]",150-400
40,7,23,125,155,197,179,142,2,3,"[1, 3, 4, 2, 0]",100-200
40,7,24,164,245,289,248,394,4,4,"[1, 3, 4, 2, 0]",150-400
40,7,25,182,142,126,120,136,0,0,"[1, 3, 4, 2, 0]",100-200
40,7,26,13,33,36,10,29,4,2,"[1, 3, 4, 2, 0]",10-50
40,7,27,101,132,150,117,126,2,2,"[1, 3, 4, 2, 0]",100-200
40,7,28,52,66,60,118,104,3,3,"[1, 3, 4, 2, 0]",40-120
40,7,29,58,73,113,101,46,3,2,"[1, 3, 4, 2, 0]",40-120
40,7,30,182,104,129,194,192,3,3,"[1, 3, 4, 2, 0]",100-200
40,7,31,42,76,115,91,72,2,2,"[1, 3, 4, 2, 0]",40-120
40,7,32,38,11,44,17,27,2,2,"[1, 3, 4, 2, 0]",10-50
40,7,33,178,140,164,180,157,3,0,"[1, 3, 4, 2, 0]",100-200
40,7,34,74,100,49,80,59,1,1,"[1, 3, 4, 2, 0]",40-120
40,7,35,233,279,247,353,222,1,3,"[1, 3, 4, 2, 0]",150-400
40,7,36,114,78,87,65,65,0,0,"[1, 3, 4, 2, 0]",40-120
40,7,37,23,18,37,14,37,4,4,"[1, 3, 4, 2, 0]",10-50
40,7,38,116,83,90,48,56,0,0,"[1, 3, 4, 2, 0]",40-120
40,7,39,11,11,47,26,11,2,2,"[1, 3, 4, 2, 0]",10-50
40,8,0,155,148,185,188,150,3,3,"[4, 3, 2, 1, 0]",100-200
40,8,1,165,149,168,152,123,2,0,"[4, 3, 2, 1, 0]",100-200
40,8,2,187,375,395,305,380,2,2,"[4, 3, 2, 1, 0]",150-400
40,8,3,118,115,92,54,40,0,0,"[4, 3, 2, 1, 0]",40-120
40,8,4,116,186,198,186,106,2,2,"[4, 3, 2, 1, 0]",100-200
40,8,5,146,148,157,112,176,4,4,"[4, 3, 2, 1, 0]",100-200
40,8,6,45,33,32,24,36,1,0,"[4, 3, 2, 1, 0]",10-50
40,8,7,68,87,58,101,43,1,3,"[4, 3, 2, 1, 0]",40-120
40,8,8,134,146,137,163,136,3,3,"[4, 3, 2, 1, 0]",100-200
40,8,9,183,129,119,103,171,0,0,"[4, 3, 2, 1, 0]",100-200
40,8,10,15,35,47,29,42,2,2,"[4, 3, 2, 1, 0]",10-50
40,8,11,110,182,122,144,163,4,1,"[4, 3, 2, 1, 0]",100-200
40,8,12,38,30,36,38,23,2,0,"[4, 3, 2, 1, 0]",10-50
40,8,13,101,117,72,62,101,1,1,"[4, 3, 2, 1, 0]",40-120
40,8,14,41,28,47,44,24,3,2,"[4, 3, 2, 1, 0]",10-50
40,8,15,56,108,50,111,63,3,3,"[4, 3, 2, 1, 0]",40-120
40,8,16,62,49,59,116,112,3,3,"[4, 3, 2, 1, 0]",40-120
40,8,17,247,170,324,159,186,4,2,"[4, 3, 2, 1, 0]",150-400
40,8,18,116,104,102,45,46,2,0,"[4, 3, 2, 1, 0]",40-120
40,8,19,108,52,114,113,85,2,3,"[4, 3, 2, 1, 0]",40-120
40,8,20,25,13,47,27,47,4,4,"[4, 3, 2, 1, 0]",10-50
40,8,21,138,195,161,125,147,1,1,"[4, 3, 2, 1, 0]",100-200
40,8,22,116,53,51,74,68,0,0,"[4, 3, 2, 1, 0]",40-120
40,8,23,115,49,64,74,96,4,0,"[4, 3, 2, 1, 0]",40-120
40,8,24,315,199,208,299,341,0,4,"[4, 3, 2, 1, 0]",150-400
40,8,25,314,367,355,356,331,3,3,"[4, 3, 2, 1, 0]",150-400
40,8,26,49,15,34,29,24,0,0,"[4, 3, 2, 1, 0]",10-50
40,8,27,273,181,383,267,388,4,4,"[4, 3, 2, 1, 0]",150-400
40,8,28,28,21,21,10,41,4,4,"[4, 3, 2, 1, 0]",10-50
40,8,29,183,107,164,113,157,0,0,"[4, 3, 2, 1, 0]",100-200
40,8,30,22,48,40,36,37,1,1,"[4, 3, 2, 1, 0]",10-50
40,8,31,46,30,28,13,30,0,0,"[4, 3, 2, 1, 0]",10-50
40,8,32,32,14,12,41,23,0,3,"[4, 3, 2, 1, 0]",10-50
40,8,33,66,75,71,46,110,4,4,"[4, 3, 2, 1, 0]",40-120
40,8,34,131,195,147,102,171,1,1,"[4, 3, 2, 1, 0]",100-200
40,8,35,78,69,100,56,49,2,2,"[4, 3, 2, 1, 0]",40-120
40,8,36,53,52,87,71,77,3,2,"[4, 3, 2, 1, 0]",40-120
40,8,37,267,393,154,291,378,1,1,"[4, 3, 2, 1, 0]",150-400
40,8,38,42,25,33,46,40,3,3,"[4, 3, 2, 1, 0]",10-50
40,8,39,38,45,11,26,46,1,4,"[4, 3, 2, 1, 0]",10-50
40,9,0,25,49,36,44,44,4,4,"[3, 4, 1, 0, 2]",10-50
40,9,1,293,280,195,256,266,2,2,"[3, 4, 1, 0, 2]",150-400
40,9,2,73,120,65,79,107,1,1,"[3, 4, 1, 0, 2]",40-120
40,9,3,161,147,181,198,150,2,2,"[3, 4, 1, 0, 2]",100-200
40,9,4,86,119,43,113,114,4,4,"[3, 4, 1, 0, 2]",40-120
40,9,5,152,194,169,129,147,1,1,"[3, 4, 1, 0, 2]",100-200
40,9,6,34,47,13,45,48,3,3,"[3, 4, 1, 0, 2]",10-50
40,9,7,107,119,169,156,147,2,2,"[3, 4, 1, 0, 2]",100-200
40,9,8,187,119,138,153,170,4,4,"[3, 4, 1, 0, 2]",100-200
40,9,9,15,47,28,25,41,1,1,"[3, 4, 1, 0, 2]",10-50
40,9,10,43,95,99,86,69,2,2,"[3, 4, 1, 0, 2]",40-120
40,9,11,48,81,65,76,110,4,4,"[3, 4, 1, 0, 2]",40-120
40,9,12,16,38,50,36,17,2,2,"[3, 4, 1, 0, 2]",10-50
40,9,13,91,112,71,107,73,3,3,"[3, 4, 1, 0, 2]",40-120
40,9,14,11,50,49,10,30,1,1,"[3, 4, 1, 0, 2]",10-50
40,9,15,182,257,344,325,166,3,3,"[3, 4, 1, 0, 2]",150-400
40,9,16,41,10,47,48,39,3,3,"[3, 4, 1, 0, 2]",10-50
40,9,17,30,28,36,38,14,2,2,"[3, 4, 1, 0, 2]",10-50
40,9,18,192,195,163,179,200,4,4,"[3, 4, 1, 0, 2]",100-200
40,9,19,101,120,52,76,68,1,1,"[3, 4, 1, 0, 2]",40-120
40,9,20,43,20,49,12,44,2,2,"[3, 4, 1, 0, 2]",10-50
40,9,21,75,40,41,40,79,4,4,"[3, 4, 1, 0, 2]",40-120
40,9,22,132,121,133,116,166,0,0,"[3, 4, 1, 0, 2]",100-200
40,9,23,124,154,124,125,138,3,3,"[3, 4, 1, 0, 2]",100-200
40,9,24,400,282,256,154,393,4,4,"[3, 4, 1, 0, 2]",150-400
40,9,25,47,16,19,36,23,0,0,"[3, 4, 1, 0, 2]",10-50
40,9,26,252,340,188,306,350,3,3,"[3, 4, 1, 0, 2]",150-400
40,9,27,33,27,28,30,49,4,4,"[3, 4, 1, 0, 2]",10-50
40,9,28,188,194,140,132,171,0,0,"[3, 4, 1, 0, 2]",100-200
40,9,29,110,119,62,83,40,0,0,"[3, 4, 1, 0, 2]",40-120
40,9,30,69,44,57,54,46,0,0,"[3, 4, 1, 0, 2]",40-120
40,9,31,63,86,79,85,86,3,3,"[3, 4, 1, 0, 2]",40-120
40,9,32,43,13,42,13,15,0,0,"[3, 4, 1, 0, 2]",10-50
40,9,33,313,371,266,226,351,1,1,"[3, 4, 1, 0, 2]",150-400
40,9,34,176,186,167,171,115,3,3,"[3, 4, 1, 0, 2]",100-200
40,9,35,93,89,43,59,88,0,0,"[3, 4, 1, 0, 2]",40-120
40,9,36,154,196,179,132,101,1,1,"[3, 4, 1, 0, 2]",100-200
40,9,37,40,50,24,45,14,1,1,"[3, 4, 1, 0, 2]",10-50
40,9,38,387,177,324,277,212,0,0,"[3, 4, 1, 0, 2]",150-400
40,9,39,49,108,80,75,102,2,2,"[3, 4, 1, 0, 2]",40-120
40,10,0,191,109,193,184,108,3,2,"[4, 2, 1, 3, 0]",100-200
40,10,1,132,199,154,116,122,1,1,"[4, 2, 1, 3, 0]",100-200
40,10,2,21,28,30,38,21,3,3,"[4, 2, 1, 3, 0]",10-50
40,10,3,120,103,77,110,65,0,0,"[4, 2, 1, 3, 0]",40-120
40,10,4,47,61,46,111,89,3,3,"[4, 2, 1, 3, 0]",40-120
40,10,5,131,105,141,120,142,4,4,"[4, 2, 1, 3, 0]",100-200
40,10,6,227,244,210,283,230,3,3,"[4, 2, 1, 3, 0]",150-400
40,10,7,39,29,50,31,11,2,2,"[4, 2, 1, 3, 0]",10-50
40,10,8,179,359,258,316,318,4,3,"[4, 2, 1, 3, 0]",150-400
40,10,9,49,43,69,50,43,2,2,"[4, 2, 1, 3, 0]",40-120
40,10,10,46,28,25,38,30,0,0,"[4, 2, 1, 3, 0]",10-50
40,10,11,103,162,187,142,169,4,2,"[4, 2, 1, 3, 0]",100-200
40,10,12,35,23,40,18,40,4,4,"[4, 2, 1, 3, 0]",10-50
40,10,13,181,146,132,138,151,3,0,"[4, 2, 1, 3, 0]",100-200
40,10,14,73,114,96,106,40,2,3,"[4, 2, 1, 3, 0]",40-120
40,10,15,94,52,82,111,87,4,3,"[4, 2, 1, 3, 0]",40-120
40,10,16,205,351,170,188,242,4,1,"[4, 2, 1, 3, 0]",150-400
40,10,17,105,199,195,184,154,2,2,"[4, 2, 1, 3, 0]",100-200
40,10,18,68,73,55,119,120,3,4,"[4, 2, 1, 3, 0]",40-120
40,10,19,39,16,27,22,38,2,4,"[4, 2, 1, 3, 0]",10-50
40,10,20,332,391,201,303,209,1,1,"[4, 2, 1, 3, 0]",150-400
40,10,21,80,65,43,55,112,4,4,"[4, 2, 1, 3, 0]",40-120
40,10,22,83,104,116,107,101,2,2,"[4, 2, 1, 3, 0]",40-120
40,10,23,17,37,34,24,39,4,4,"[4, 2, 1, 3, 0]",10-50
40,10,24,36,36,19,31,33,1,4,"[4, 2, 1, 3, 0]",10-50
40,10,25,72,73,48,53,41,1,0,"[4, 2, 1, 3, 0]",40-120
40,10,26,37,17,20,21,27,0,0,"[4, 2, 1, 3, 0]",10-50
40,10,27,39,47,21,36,40,1,4,"[4, 2, 1, 3, 0]",10-50
40,10,28,139,142,122,125,137,0,4,"[4, 2, 1, 3, 0]",100-200
40,10,29,41,30,18,35,34,0,0,"[4, 2, 1, 3, 0]",10-50
40,10,30,278,218,329,236,180,2,2,"[4, 2, 1, 3, 0]",150-400
40,10,31,102,108,40,41,60,1,0,"[4, 2, 1, 3, 0]",40-120
40,10,32,184,106,167,115,102,2,0,"[4, 2, 1, 3, 0]",100-200
40,10,33,31,38,18,43,30,3,3,"[4, 2, 1, 3, 0]",10-50
40,10,34,310,171,226,171,237,0,0,"[4, 2, 1, 3, 0]",150-400
40,10,35,116,152,126,114,119,1,1,"[4, 2, 1, 3, 0]",100-200
40,10,36,97,118,100,54,67,1,1,"[4, 2, 1, 3, 0]",40-120
40,10,37,104,42,72,53,108,0,4,"[4, 2, 1, 3, 0]",40-120
40,10,38,186,128,118,174,195,0,4,"[4, 2, 1, 3, 0]",100-200
40,10,39,27,33,21,22,15,3,1,"[4, 2, 1, 3, 0]",10-50
40,11,0,47,56,105,102,88,2,2,"[4, 1, 3, 2, 0]",40-120
40,11,1,239,338,190,342,306,1,1,"[4, 1, 3, 2, 0]",150-400
40,11,2,70,120,80,80,60,1,1,"[4, 1, 3, 2, 0]",40-120
40,11,3,37,40,29,39,20,1,1,"[4, 1, 3, 2, 0]",10-50
40,11,4,37,19,50,43,26,2,2,"[4, 1, 3, 2, 0]",10-50
40,11,5,59,88,73,97,85,1,1,"[4, 1, 3, 2, 0]",40-120
40,11,6,76,58,92,92,66,2,2,"[4, 1, 3, 2, 0]",40-120
40,11,7,35,35,48,45,31,3,3,"[4, 1, 3, 2, 0]",10-50
40,11,8,104,41,102,107,58,0,0,"[4, 1, 3, 2, 0]",40-120
40,11,9,15,22,49,26,24,2,2,"[4, 1, 3, 2, 0]",10-50
40,11,10,42,21,39,12,31,0,0,"[4, 1, 3, 2, 0]",10-50
40,11,11,40,25,48,41,32,4,4,"[4, 1, 3, 2, 0]",10-50
40,11,12,158,125,109,191,131,3,3,"[4, 1, 3, 2, 0]",100-200
40,11,13,161,191,186,159,120,2,2,"[4, 1, 3, 2, 0]",100-200
40,11,14,50,14,26,19,15,0,0,"[4, 1, 3, 2, 0]",10-50
40,11,15,12,30,26,23,12,3,3,"[4, 1, 3, 2, 0]",10-50
40,11,16,57,48,85,105,102,3,3,"[4, 1, 3, 2, 0]",40-120
40,11,17,154,119,166,143,189,2,2,"[4, 1, 3, 2, 0]",100-200
40,11,18,134,146,106,157,101,3,3,"[4, 1, 3, 2, 0]",100-200
40,11,19,16,40,28,21,15,1,1,"[4, 1, 3, 2, 0]",10-50
40,11,20,92,54,43,88,117,4,4,"[4, 1, 3, 2, 0]",40-120
40,11,21,82,71,50,96,50,3,3,"[4, 1, 3, 2, 0]",40-120
40,11,22,369,249,294,204,178,2,2,"[4, 1, 3, 2, 0]",150-400
40,11,23,25,34,36,48,41,4,4,"[4, 1, 3, 2, 0]",10-50
40,11,24,168,129,184,182,199,4,4,"[4, 1, 3, 2, 0]",100-200
40,11,25,212,340,283,257,378,4,4,"[4, 1, 3, 2, 0]",150-400
40,11,26,324,219,265,333,350,3,3,"[4, 1, 3, 2, 0]",150-400
40,11,27,143,186,139,173,110,1,1,"[4, 1, 3, 2, 0]",100-200
40,11,28,123,200,154,187,158,1,1,"[4, 1, 3, 2, 0]",100-200
40,11,29,283,238,227,198,261,4,4,"[4, 1, 3, 2, 0]",150-400
40,11,30,95,71,42,109,116,4,4,"[4, 1, 3, 2, 0]",40-120
40,11,31,66,60,58,97,112,4,4,"[4, 1, 3, 2, 0]",40-120
40,11,32,190,150,129,187,117,0,0,"[4, 1, 3, 2, 0]",100-200
40,11,33,302,279,195,318,221,0,0,"[4, 1, 3, 2, 0]",150-400
40,11,34,93,78,49,94,69,0,0,"[4, 1, 3, 2, 0]",40-120
40,11,35,155,119,133,130,115,3,3,"[4, 1, 3, 2, 0]",100-200
40,11,36,18,22,19,17,10,0,0,"[4, 1, 3, 2, 0]",10-50
40,11,37,164,151,119,117,140,0,0,"[4, 1, 3, 2, 0]",100-200
40,11,38,104,101,100,52,108,1,1,"[4, 1, 3, 2, 0]",40-120
40,11,39,30,17,40,21,31,2,2,"[4, 1, 3, 2, 0]",10-50
40,12,0,88,80,51,48,90,1,4,"[1, 4, 2, 3, 0]",40-120
40,12,1,27,37,16,16,43,1,4,"[1, 4, 2, 3, 0]",10-50
40,12,2,21,36,25,36,21,2,1,"[1, 4, 2, 3, 0]",10-50
40,12,3,76,109,68,81,71,1,1,"[1, 4, 2, 3, 0]",40-120
40,12,4,120,91,97,42,103,0,0,"[1, 4, 2, 3, 0]",40-120
40,12,5,66,52,76,97,105,4,4,"[1, 4, 2, 3, 0]",40-120
40,12,6,32,16,13,12,35,0,4,"[1, 4, 2, 3, 0]",10-50
40,12,7,55,41,74,75,80,4,4,"[1, 4, 2, 3, 0]",40-120
40,12,8,136,189,149,181,148,3,1,"[1, 4, 2, 3, 0]",100-200
40,12,9,118,112,155,145,117,1,2,"[1, 4, 2, 3, 0]",100-200
40,12,10,40,23,37,11,17,0,2,"[1, 4, 2, 3, 0]",10-50
40,12,11,75,56,63,70,53,2,3,"[1, 4, 2, 3, 0]",40-120
40,12,12,69,55,83,67,101,2,4,"[1, 4, 2, 3, 0]",40-120
40,12,13,23,20,50,44,24,2,2,"[1, 4, 2, 3, 0]",10-50
40,12,14,12,37,35,37,36,4,4,"[1, 4, 2, 3, 0]",10-50
40,12,15,66,76,91,117,48,3,3,"[1, 4, 2, 3, 0]",40-120
40,12,16,110,51,76,54,62,0,0,"[1, 4, 2, 3, 0]",40-120
40,12,17,154,138,188,101,170,4,2,"[1, 4, 2, 3, 0]",100-200
40,12,18,43,16,22,48,22,0,3,"[1, 4, 2, 3, 0]",10-50
40,12,19,148,200,139,138,118,1,1,"[1, 4, 2, 3, 0]",100-200
40,12,20,135,116,106,157,119,3,3,"[1, 4, 2, 3, 0]",100-200
40,12,21,167,104,199,124,179,4,2,"[1, 4, 2, 3, 0]",100-200
40,12,22,177,194,155,124,139,0,1,"[1, 4, 2, 3, 0]",100-200
40,12,23,24,41,39,45,46,1,4,"[1, 4, 2, 3, 0]",10-50
40,12,24,392,361,227,330,365,0,0,"[1, 4, 2, 3, 0]",150-400
40,12,25,78,52,120,62,67,2,2,"[1, 4, 2, 3, 0]",40-120
40,12,26,33,34,14,21,28,3,1,"[1, 4, 2, 3, 0]",10-50
40,12,27,98,75,83,112,106,4,4,"[1, 4, 2, 3, 0]",40-120
40,12,28,90,75,69,80,41,3,0,"[1, 4, 2, 3, 0]",40-120
40,12,29,16,20,27,23,45,4,4,"[1, 4, 2, 3, 0]",10-50
40,12,30,390,349,315,261,373,4,4,"[1, 4, 2, 3, 0]",150-400
40,12,31,330,384,201,355,319,1,1,"[1, 4, 2, 3, 0]",150-400
40,12,32,182,169,299,378,288,2,3,"[1, 4, 2, 3, 0]",150-400
40,12,33,200,108,106,173,133,0,0,"[1, 4, 2, 3, 0]",100-200
40,12,34,172,149,193,103,165,2,2,"[1, 4, 2, 3, 0]",100-200
40,12,35,18,34,32,38,25,3,3,"[1, 4, 2, 3, 0]",10-50
40,12,36,206,313,198,353,268,3,3,"[1, 4, 2, 3, 0]",150-400
40,12,37,143,121,185,112,109,2,2,"[1, 4, 2, 3, 0]",100-200
40,12,38,374,330,223,159,197,1,0,"[1, 4, 2, 3, 0]",150-400
40,12,39,11,19,42,49,47,3,4,"[1, 4, 2, 3, 0]",10-50
40,13,0,108,130,174,150,147,4,4,"[0, 4, 2, 1, 3]",100-200
40,13,1,120,117,74,57,57,0,0,"[0, 4, 2, 1, 3]",40-120
40,13,2,42,46,44,21,41,0,0,"[0, 4, 2, 1, 3]",10-50
40,13,3,110,56,109,44,101,0,0,"[0, 4, 2, 1, 3]",40-120
40,13,4,161,115,138,174,128,3,3,"[0, 4, 2, 1, 3]",100-200
40,13,5,275,204,208,287,239,0,0,"[0, 4, 2, 1, 3]",150-400
40,13,6,65,41,86,115,63,3,3,"[0, 4, 2, 1, 3]",40-120
40,13,7,82,78,92,90,102,4,4,"[0, 4, 2, 1, 3]",40-120
40,13,8,25,29,15,49,17,3,3,"[0, 4, 2, 1, 3]",10-50
40,13,9,273,322,215,340,354,4,4,"[0, 4, 2, 1, 3]",150-400
40,13,10,10,39,42,32,27,2,2,"[0, 4, 2, 1, 3]",10-50
40,13,11,71,58,119,64,80,2,2,"[0, 4, 2, 1, 3]",40-120
40,13,12,15,43,33,11,38,4,4,"[0, 4, 2, 1, 3]",10-50
40,13,13,113,65,116,69,70,0,0,"[0, 4, 2, 1, 3]",40-120
40,13,14,61,108,116,52,80,2,2,"[0, 4, 2, 1, 3]",40-120
40,13,15,101,188,183,119,181,4,4,"[0, 4, 2, 1, 3]",100-200
40,13,16,386,179,367,384,325,3,3,"[0, 4, 2, 1, 3]",150-400
40,13,17,14,40,49,28,37,2,2,"[0, 4, 2, 1, 3]",10-50
40,13,18,119,160,192,193,123,2,2,"[0, 4, 2, 1, 3]",100-200
40,13,19,388,362,288,262,323,0,0,"[0, 4, 2, 1, 3]",150-400
40,13,20,18,39,42,35,38,4,4,"[0, 4, 2, 1, 3]",10-50
40,13,21,12,35,35,38,33,1,1,"[0, 4, 2, 1, 3]",10-50
40,13,22,385,317,281,297,231,1,1,"[0, 4, 2, 1, 3]",150-400
40,13,23,89,50,104,83,40,2,2,"[0, 4, 2, 1, 3]",40-120
40,13,24,16,47,25,33,11,1,1,"[0, 4, 2, 1, 3]",10-50
40,13,25,73,104,87,118,57,3,3,"[0, 4, 2, 1, 3]",40-120
40,13,26,14,20,13,20,37,3,3,"[0, 4, 2, 1, 3]",10-50
40,13,27,182,168,187,147,188,4,4,"[0, 4, 2, 1, 3]",100-200
40,13,28,22,31,25,47,49,4,4,"[0, 4, 2, 1, 3]",10-50
40,13,29,193,172,116,121,133,0,0,"[0, 4, 2, 1, 3]",100-200
40,13,30,177,163,183,188,142,3,3,"[0, 4, 2, 1, 3]",100-200
40,13,31,134,197,118,175,120,1,1,"[0, 4, 2, 1, 3]",100-200
40,13,32,158,141,114,159,148,1,1,"[0, 4, 2, 1, 3]",100-200
40,13,33,99,50,43,67,45,1,1,"[0, 4, 2, 1, 3]",40-120
40,13,34,252,312,399,173,153,2,2,"[0, 4, 2, 1, 3]",150-400
40,13,35,87,116,78,96,52,1,1,"[0, 4, 2, 1, 3]",40-120
40,13,36,10,41,23,44,15,3,3,"[0, 4, 2, 1, 3]",10-50
40,13,37,87,98,92,58,55,1,1,"[0, 4, 2, 1, 3]",40-120
40,13,38,20,18,11,39,33,0,0,"[0, 4, 2, 1, 3]",10-50
40,13,39,106,114,182,150,107,2,2,"[0, 4, 2, 1, 3]",100-200
40,14,0,180,119,104,182,135,3,0,"[4, 1, 0, 3, 2]",100-200
40,14,1,36,34,31,27,44,4,4,"[4, 1, 0, 3, 2]",10-50
40,14,2,296,314,233,320,385,1,4,"[4, 1, 0, 3, 2]",150-400
40,14,3,40,33,49,23,40,2,2,"[4, 1, 0, 3, 2]",10-50
40,14,4,203,192,371,329,393,4,4,"[4, 1, 0, 3, 2]",150-400
40,14,5,184,177,109,103,158,0,1,"[4, 1, 0, 3, 2]",100-200
40,14,6,27,24,43,42,44,0,2,"[4, 1, 0, 3, 2]",10-50
40,14,7,69,95,112,89,81,2,2,"[4, 1, 0, 3, 2]",40-120
40,14,8,25,41,46,45,46,3,2,"[4, 1, 0, 3, 2]",10-50
40,14,9,380,258,277,383,232,0,3,"[4, 1, 0, 3, 2]",150-400
40,14,10,15,23,23,30,13,2,3,"[4, 1, 0, 3, 2]",10-50
40,14,11,20,43,15,13,30,1,1,"[4, 1, 0, 3, 2]",10-50
40,14,12,140,199,111,139,167,1,1,"[4, 1, 0, 3, 2]",100-200
40,14,13,19,10,20,44,31,3,3,"[4, 1, 0, 3, 2]",10-50
40,14,14,77,85,97,64,60,1,2,"[4, 1, 0, 3, 2]",40-120
40,14,15,191,164,149,196,200,0,3,"[4, 1, 0, 3, 2]",100-200
40,14,16,346,272,200,339,274,4,0,"[4, 1, 0, 3, 2]",150-400
40,14,17,135,112,133,157,149,2,3,"[4, 1, 0, 3, 2]",100-200
40,14,18,188,249,362,372,190,3,2,"[4, 1, 0, 3, 2]",150-400
40,14,19,94,74,91,78,46,1,0,"[4, 1, 0, 3, 2]",40-120
40,14,20,111,148,150,195,180,3,3,"[4, 1, 0, 3, 2]",100-200
40,14,21,174,169,128,189,195,4,4,"[4, 1, 0, 3, 2]",100-200
40,14,22,103,88,66,49,114,4,4,"[4, 1, 0, 3, 2]",40-120
40,14,23,14,35,31,46,27,3,3,"[4, 1, 0, 3, 2]",10-50
40,14,24,29,30,21,26,49,4,4,"[4, 1, 0, 3, 2]",10-50
40,14,25,113,47,63,71,81,0,0,"[4, 1, 0, 3, 2]",40-120
40,14,26,80,68,70,76,102,4,4,"[4, 1, 0, 3, 2]",40-120
40,14,27,212,244,382,318,240,2,2,"[4, 1, 0, 3, 2]",150-400
40,14,28,45,32,48,29,25,2,2,"[4, 1, 0, 3, 2]",10-50
40,14,29,87,64,45,94,85,3,3,"[4, 1, 0, 3, 2]",40-120
40,14,30,45,103,93,97,82,3,1,"[4, 1, 0, 3, 2]",40-120
40,14,31,113,59,104,52,93,2,0,"[4, 1, 0, 3, 2]",40-120
